"Survey ID
","Do you agree to take part in this survey today?
",Are you responsible for collecting or treating water in this household?,Survey Type,"Water Point ID
 ","AEP System ID
","Site Name
","Investigator's name
","Date of interview
","Interview start time
",Latitude,Longitude,"Prefecture
","Sub-prefecture
","Commune
","City or Village Name
","Neighborhood (if there are no neighborhoods, just rewrite the village name)
","Gender of respondent
","What is the highest level of education attained by the head of the household?
","If another type or level of study has been selected, please specify it here.
","What is your household's main source of income?
","If another type of income was selected, please specify it here.
","How many people live in your household in total? Ie the number of people living under this roof, including yourself.
","What is your main source of drinking water in the RAINY season?
","Site ID (rainy season)
","Site name (rainy season)
","What is your main source of drinking water in the DRY season?
","Site ID (dry season)
","Site name (dry season)
","Currently, at the time of this survey, where does your main source of water come from? Your house, your plot, or elsewhere?
","How long does it take to go to the water point, fetch water and return to your current main water source?
","Record the number of minutes it takes to walk from the house to the water point, collect the water (including waiting in line) and return home.
","In the last month (last 30 days), has there been a time when your household did not have enough drinking water at your current main water source?
","Who usually goes to this source to fetch water for your household? Select the person primarily responsible for water collection.
","How many trips have members of this household made to fetch and collect water in the past week (last 7 days).
","Is water always available from your main water source?
","When you are not collecting as much water as you want or need, what is the main reason? Select one only.
","If there is another reason why you were unable to collect enough water, please note it here.
","How many hours a day is water accessible from the water point?
","In the past month (last 30 days), for how many days was water from your main water source not available all day when you needed it? Note the number in terms of days not available.
","Is your water collection primarily for personal, commercial or institutional use?
","How often do you or your family members suffer from stomach-related or water-borne illnesses?
","Do you treat your water to make it safe for drinking, food washing and personal hygiene in any way? If the respondent says “yes” that they treat the water, please ask how often. If she treats the water less than once a week, indicate that the answer is ""no"".","What method do you use to make your water clean for drinking, food washing and personal hygiene? If she mentions straining through a cloth, letting the water settle, or she doesn't know, go back to the previous question and note that she doesn't treat their water because those methods are unreliable. )
","Why are you not treating your water for drinking, food washing, or personal hygiene? If they say the water is already safe to drink, make sure their response to the main water source is an improved water point. If it's not an enhanced source, look at the other answers to this question.
","If you had the means to purify water and chose to do so, what method would you probably use?
","Dry Season: Traditional wood fire
","Dry Season: Stove, or cooker, with improved wood
","Dry Season: Stove, or cooker, charcoal
","Dry Season: Stove, or cooker, gas or propane
","Dry Season: Stove, or cooker, with kerosene/kerosene
","Dry Season: Stove, or stove, electric
","Dry Season: Another way of cooking (if another method is used, please specify which one in the next question).
","For cooking or boiling water, do you use different stove TECHNOLOGIES in the rainy season and in the dry season?
","Rainy Season: Traditional wood fire
","Rainy Season: Stove, or cooker, with improved wood
","Rainy Season: Stove, or cooker, charcoal
","Rainy Season: Stove, or cooker, gas or propane
","Rainy Season: Stove, or cooker, with kerosene/kerosene
","Rainy Season: Stove, or cooker, electric
","Rainy Season: Another way of cooking (if another method is used, please specify which one in the next question).
","Rainy Season: Details on the other way of cooking
","What is the main stove or medium you use for boiling water or cooking?
","Dry Season: Coal
","Dry Season: Kerosene/Petroleum
","Dry Season: Electricity
","Dry Season: Crop or field residues
","Dry Season: Biogas
","Dry Season: Manure/Animal dung
","Dry Season: Other type of fuel or motor fuel (specify)
","For cooking or boiling water, do you use different FUELS/FUEL in the rainy season and in the dry season?
","Rainy Season: Gas/Propane
","Rainy Season: Coal
","Rainy Season: Kerosene/Petroleum
","Rainy Season: Electricity
","Rainy Season: Crop or field residues
",Rainy Season: Biogas,"Rainy Season: Manure/Animal Dung
","Rainy Season: Other type of fuel or motor fuel (specify)
","If you use more than one type of fuel for cooking, which FUEL/FUEL source do you mainly use for boiling water?
","If another fuel source has been indicated, please specify here.
","Where do you collect your fuel or combustible?
","If another fuel collection location has been indicated, please specify it here.
","When collecting fuel/fuel, how long does it take to get there, pick it up, and come back? Note the number of minutes in the next question that appears.
","How long does it take to get there, pick up, and return (in terms of minutes)?
","How many sorties were flown to collect fuel/fuel in the last week? (last 7 days)
","Has the new water supply project in your community (the KBF) saved you time?
","In which of these activities has the drilling project saved you the most time?
","How much time do you think the drilling project saved you on average per day (in terms of minutes)?
","What do you do with the time saved from the water project?
","How many 5 liter containers are present in the house?
","How many 10 liter containers are present in the house?
","How many 15 liter containers are present in the house?
","How many 20 liter containers are present in the house?
","How many 25 liter containers are present in the house?
","How many containers of other quantity of liters are present in the house?
","What is the size, in litres, of this other container?
","How many 5 liter containers of water will you use today from KBF?
","How many 10 liter containers of water will you use today from KBF?
","How many 15 liter containers of water will you use today from KBF?
","How many 20 liter containers of water will you use today from KBF?
","How many 25 liter containers of water will you use today from KBF?
","How many containers of other liters of water will you use today from KBF?
","What is the size, in litres, of this quantity that you will use?
","What will you use this water for today? Please select all that apply.
","Does your household have a water storage container, such as a barrel?
","If yes, how many liters does your storage container(s) or barrel contain?
","Can you show me where members of your household wash their hands most often?
","Observe the availability of water at the place where you wash your hands. Check by checking for water at the tap/pump, or in a basin, bucket, water container or similar.
","Observe the availability of soap or detergent at the place where you wash your hands.
","Additional comment, if necessary. Thank the interviewee for their time.
","Survey end time
"
181,Yes,Yes,Existing AEP System,B1011,AEP206,Ndembo A,NGUEBATA Arlette,2022-11-15,10:01:00,4.261066,15.785362,Mambere-Kadei,Berberati,Berberati,Berberati,Jambala 4,Women,None,,Casual Work,,5,Public tap or standpipe (KBF),B1011,Ndembo A,Public tap or standpipe (KBF),B1011,Ndembo A,Other place,Number of minutes (specify),40,"Yes, at least once",Adult woman (over 15),6,"No, but water is available most of the time",Water is not available at the source (no water),,6-11 hours a day,1,Staff,"Once, every few months",No,,The water is already drinkable (improved source),Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Close to agricultural fields,,Number of minutes (specify),240,7,Yes,Less waiting time at the water source,120,"Domestic work (unpaid, including cooking and caring for family members)",0,0,0,1,1,0,,0,0,0,1,1,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,10:23:00
178,Yes,Yes,Existing AEP System,B1011,AEP206,Ndembo A,NGUEBATA Arlette,2022-11-15,09:26:00,4.260944,15.785451,Mambere-Kadei,Berberati,Berberati,Berberati,Jambala 4,Women,Primary,,Agriculture,,9,Public tap or standpipe (KBF),B1011,Ndembo A,Public tap or standpipe (KBF),B1011,Ndembo A,Other place,Number of minutes (specify),60,"Yes, at least once",Girl (under 15),6,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,1,Staff,Once a month,No,,The water is already drinkable (improved source),To boil,5,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),240,5,Yes,Less waiting time at the water source,360,Income generating activities,2,1,0,2,1,0,,2,2,0,1,1,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,09:50:00
277,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-15,10:24:00,4.257464,15.784656,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Man,Post-Secondary/University,,Casual Work,,10,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1014,Ndembo D,Other place,Number of minutes (specify),15,"Yes, at least once",Adult male (over 15),21,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,4,Staff,Never,No,,It is expensive,Add chlorine or product,2,2,3,0,0,0,0,No,,,,,,,,,Traditional wood fire,2,0,0,0,1,0,0,No,,,,,,,,,Drink,,Savannah,,Number of minutes (specify),15,3,Yes,Less waiting time at the water source,120,Social and leisure activities,1,0,2,15,2,1,200,0,0,0,6,2,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",Yes,200,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,11:03:00
274,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-15,09:30:00,4.257139,15.784789,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,Secondary,,Formal Employment,,15,Public tap or standpipe (KBF),B1014,Ndembo D,Improved or protected source,,,Other place,Number of minutes (specify),5,"No, access is still sufficient",Adult woman (over 15),5,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,4,Staff,"Once, every few months",No,,It's taking too long,Add chlorine or product,3,3,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Housekeeping does not collect (0 minutes),,,Yes,Less waiting time at the water source,180,Income generating activities,0,0,0,5,1,2,60,0,0,0,4,0,1,60,"Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,Nothing to report,10:16:00
232,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-15,12:56:00,4.257471,15.784083,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,Secondary,,Agriculture,,18,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1014,Ndembo D,Other place,Number of minutes (specify),20,"Yes, at least once",Adult woman (over 15),30,"No, but water is available most of the time",Water is not available at the source (no water),,6-11 hours a day,4,Staff,Never,No,,It's taking too long,To boil,2,2,2,0,0,0,0,No,,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),20,2,Yes,Less walking distance to water source,60,Religious activities,2,0,0,2,4,2,40,2,0,0,4,2,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,13:52:00
229,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-15,11:08:00,4.258226,15.784858,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,Primary,,Agriculture,,10,Public tap or standpipe (KBF),B1014,Ndembo D,Improved or protected source,,,Other place,Number of minutes (specify),10,"Yes, at least once",Girl (under 15),14,"No, but water is available most of the time",Water is too expensive (water price),,6-11 hours a day,4,Staff,Never,No,,There's no advantage for me,Add chlorine or product,3,3,1,0,0,0,0,No,,,,,,,,,Traditional wood fire,1,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),60,2,Yes,Less walking distance to water source,120,Income generating activities,4,0,0,8,3,0,,0,0,0,4,1,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,Soap or detergent available,Nothing to report,11:41:00
157,Yes,Yes,Existing AEP System,B410,AEP16,Difolo 2A,DANGOLHO Job,2022-11-16,10:47:00,4.248236,15.768839,Mambere-Kadei,Berberati,Berberati,Berberati,Nice view,Women,Secondary,,Agriculture,,6,Public tap or standpipe (KBF),B410,Difolo 2A,Public tap or standpipe (KBF),B410,Difolo 2A,Other place,Number of minutes (specify),15,"Yes, at least once",Adult woman (over 15),7,"Yes, water is always available",Water is too expensive (water price),,Less than 6 hours per day,4,Staff,Never,No,,I do not know how to do,To boil,3,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),240,4,Yes,Less walking distance to water source,160,"Domestic work (unpaid, including cooking and caring for family members)",4,1,0,2,1,0,,3,3,0,3,3,0,,"Drinking, Personal Hygiene, Food Preparation",No,,No hand washing place in the house or plot,,,,11:21:00
154,Yes,Yes,Existing AEP System,B410,AEP16,Difolo 2A,DANGOLHO Job,2022-11-16,09:19:00,4.247836,15.769428,Mambere-Kadei,Berberati,Berberati,Berberati,Difolo 2,Women,Primary,,Agriculture,,6,Public tap or standpipe (KBF),B410,Difolo 2A,Public tap or standpipe (KBF),B410,Difolo 2A,Other place,Number of minutes (specify),10,"Yes, at least once",Girl (under 15),7,"No, but water is available most of the time",Water is too expensive (water price),,6-11 hours a day,4,Staff,"Once, every few months",No,,It's taking too long,To boil,3,0,1,0,0,0,0,No,,,,,,,,,Traditional wood fire,1,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),240,3,Yes,Less walking distance to water source,230,"Domestic work (unpaid, including cooking and caring for family members)",0,0,0,2,0,0,,0,0,0,5,0,0,,"Drinking, Personal Hygiene, Food Preparation",No,,No hand washing place in the house or plot,,,,09:50:00
151,Yes,Yes,Existing AEP System,B410,AEP16,Difolo 2A,DANGOLHO Job,2022-11-16,08:54:00,4.248057,15.769980,Mambere-Kadei,Berberati,Berberati,Berberati,Difolo 2,Women,Primary,,Agriculture,,12,Public tap or standpipe (KBF),B410,Difolo 2A,Public tap or standpipe (KBF),B410,Difolo 2A,Other place,Number of minutes (specify),6,"Yes, at least once",Adult woman (over 15),7,"No, but water is available most of the time",Water is too expensive (water price),,Less than 6 hours per day,4,Staff,Never,No,,There's no advantage for me,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),240,5,Yes,Less waiting time at the water source,160,Income generating activities,0,0,0,3,1,0,,0,0,0,2,2,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes",No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,No soap or detergent available,,09:13:00
202,Yes,Yes,Existing AEP System,B1011,AEP206,Ndembo A,NGUEBATA Arlette,2022-11-16,13:04:00,4.260038,15.783908,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo,Women,Secondary,,"Other, give details)",Trader,9,Public tap or standpipe (KBF),B1011,Ndembo A,Public tap or standpipe (KBF),B1011,Ndembo A,Other place,Number of minutes (specify),35,"Yes, at least once",Adult woman (over 15),7,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,1,Staff,"Once, every few months",No,,The water is already drinkable (improved source),Add chlorine or product,4,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Bought,,Housekeeping does not collect (0 minutes),,,Yes,Less waiting time at the water source,240,Income generating activities,6,1,0,6,0,0,,2,0,0,4,1,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,13:23:00
247,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-16,11:28:00,4.257972,15.784975,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo,Women,Secondary,,Formal Employment,,7,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1013,Ndembo C,Other place,Number of minutes (specify),10,"Yes, at least once",Adult woman (over 15),14,"No, but water is available most of the time",Water is too expensive (water price),,12-17 hours a day,8,Staff,Once a month,No,,It's taking too long,"Use a water filter (ceramic, sand, composite, reverse osmosis, etc.)",3,3,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Bought,,Housekeeping does not collect (0 minutes),,,Yes,Less walking distance to water source,180,Religious activities,0,0,2,4,1,0,,0,0,2,2,1,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,"The photo taking is done inside the house, it is not well out for lack of light.",12:17:00
205,Yes,Yes,Existing AEP System,B1011,AEP206,Ndembo A,NGUEBATA Arlette,2022-11-16,13:34:00,4.259251,15.785689,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo,Women,Primary,,Casual Work,,4,Public tap or standpipe (KBF),B1011,Ndembo A,Public tap or standpipe (KBF),B1011,Ndembo A,Other place,Number of minutes (specify),30,"Yes, at least once",Adult woman (over 15),7,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,1,Staff,"Once, every few months",No,,The water is already drinkable (improved source),To boil,3,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Bought,,Housekeeping does not collect (0 minutes),,,Yes,Less waiting time at the water source,300,"Domestic work (unpaid, including cooking and caring for family members)",2,0,0,0,1,0,,2,0,0,0,1,1,50,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,14:17:00
199,Yes,Yes,Existing AEP System,B1011,AEP206,Ndembo A,NGUEBATA Arlette,2022-11-16,09:56:00,4.261662,15.785662,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo,Women,Post-Secondary/University,,Formal Employment,,9,Public tap or standpipe (KBF),B1011,Ndembo A,Public tap or standpipe (KBF),B1011,Ndembo A,Other place,Number of minutes (specify),40,"Yes, at least once",Adult woman (over 15),6,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,1,Staff,"Once, every few months",No,,The water is already drinkable (improved source),Add chlorine or product,4,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Bought,,Housekeeping does not collect (0 minutes),,,Yes,Less waiting time at the water source,360,Income generating activities,1,0,0,4,2,0,,2,0,0,2,2,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,10:36:00
196,Yes,Yes,Existing AEP System,B1011,AEP206,Ndembo A,NGUEBATA Arlette,2022-11-16,09:10:00,4.262290,15.786044,Mambere-Kadei,Berberati,Upper Batouri,Berberati,Ndembo,Women,Primary,,Agriculture,,8,Public tap or standpipe (KBF),B1011,Ndembo A,Public tap or standpipe (KBF),B1011,Ndembo A,Other place,Number of minutes (specify),35,"Yes, at least once",Girl (under 15),7,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,1,Staff,"Once, every few months",No,,The water is already drinkable (improved source),To boil,2,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Close to agricultural fields,,Number of minutes (specify),240,7,Yes,Less waiting time at the water source,360,"Domestic work (unpaid, including cooking and caring for family members)",0,0,0,3,0,0,,0,0,0,3,0,0,,"Drinking, Personal hygiene, Washing utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,09:43:00
193,Yes,Yes,Existing AEP System,B1011,AEP206,Ndembo A,NGUEBATA Arlette,2022-11-16,08:29:00,4.261312,15.785756,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo,Women,Primary,,Casual Work,,7,Public tap or standpipe (KBF),B1011,Ndembo A,Public tap or standpipe (KBF),B1011,Ndembo A,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is always available,12-17 hours a day,0,Staff,"Once, every few months",No,,The water is already drinkable (improved source),Add chlorine or product,3,0,1,0,0,0,0,Yes,3,0,1,0,0,0,0,,Traditional wood fire,1,0,0,0,0,0,0,No,,,,,,,,,Drink,,Bought,,Housekeeping does not collect (0 minutes),,,Yes,Less waiting time at the water source,120,"Domestic work (unpaid, including cooking and caring for family members)",0,0,0,3,0,0,,0,0,0,3,0,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,08:55:00
250,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-16,14:08:00,4.256232,15.784208,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,Secondary,,Casual Work,,20,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1014,Ndembo D,Other place,Number of minutes (specify),15,"Yes, at least once",Adult woman (over 15),21,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,4,Staff,Never,No,,It's taking too long,Add chlorine or product,3,3,0,0,0,0,0,Yes,3,2,1,0,0,0,0,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Bought,,Housekeeping does not collect (0 minutes),,,Yes,Less walking distance to water source,240,Income generating activities,2,0,1,3,4,0,,0,0,1,3,2,0,,"Personal hygiene, Food preparation, Water for animals, Washing clothes, Washing utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,14:40:00
244,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-16,10:40:00,4.256639,15.783394,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,Post-Secondary/University,,Formal Employment,,12,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1014,Ndembo D,Other place,Number of minutes (specify),16,"Yes, at least once",Boy (under 15),7,"No, but water is available most of the time",Water is not available at the source (no water),,6-11 hours a day,4,Staff,"Once, every few months",No,,It is expensive,To boil,3,1,0,0,0,0,0,No,,,,,,,,,"Stove, or cooker, with improved wood",0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Close to agricultural fields,,Number of minutes (specify),25,3,Yes,Less walking distance to water source,300,Income generating activities,3,0,0,5,2,0,,0,0,0,4,2,0,,"Personal hygiene, Food preparation, Water for growing or gardening, Water for animals, Washing clothes",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,11:20:00
241,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-16,09:53:00,4.256962,15.784012,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,None,,Agriculture,,6,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1014,Ndembo D,Other place,Number of minutes (specify),10,"Yes, at least once",Adult woman (over 15),28,"No, but water is available most of the time",Water is too expensive (water price),,12-17 hours a day,4,Staff,Never,No,,It is expensive,Add chlorine or product,3,3,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,Yes,1,1,0,0,1,0,0,0,Drink,,Forest,,Number of minutes (specify),120,4,Yes,Less walking distance to water source,180,Income generating activities,4,0,0,4,2,2,50,0,0,0,3,2,0,,"Drinking, Personal hygiene, Water for animals, Washing clothes, Washing utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,"The other cans are inside, full of water",10:35:00
238,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-16,09:10:00,4.256380,15.784035,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,Primary,,Casual Work,IGA,10,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1014,Ndembo D,Other place,Number of minutes (specify),15,"Yes, at least once",Adult male (over 15),28,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,4,Staff,Never,No,,It's taking too long,Add chlorine or product,2,2,1,0,0,0,0,No,,,,,,,,,Traditional wood fire,1,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),120,3,Yes,Less waiting time at the water source,180,Income generating activities,0,0,2,4,1,2,30,0,0,2,4,1,0,,"Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,09:49:00
235,Yes,Yes,Existing AEP System,B1014,AEP206,Ndembo D,NABELMA Eddy,2022-11-16,08:28:00,4.256534,15.784568,Mambere-Kadei,Berberati,Berberati,Berberati,Ndembo 1,Women,Secondary,,Agriculture,,6,Public tap or standpipe (KBF),B1014,Ndembo D,Public tap or standpipe (KBF),B1014,Ndembo D,Other place,Number of minutes (specify),5,"Yes, at least once",Adult woman (over 15),15,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,4,Staff,"Once, every few months",No,,There's no advantage for me,To boil,3,3,0,0,0,0,0,Yes,3,3,0,0,0,0,0,,Traditional wood fire,0,0,0,0,0,1,0,No,,,,,,,,,Drink,,Close to agricultural fields,,Number of minutes (specify),15,3,Yes,Less waiting time at the water source,240,Income generating activities,0,0,0,8,1,2,40,0,0,0,4,1,0,,"Drinking, Personal hygiene, Food preparation, Water for growing or gardening, Washing clothes, Washing utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,The remains of canisters are filled with water.,09:03:00
148,Yes,Yes,Existing AEP System,B410,AEP16,Difolo 2A,DANGOLHO Job,2022-11-16,08:32:00,4.248535,15.770163,Mambere-Kadei,Berberati,Berberati,Berberati,Rosine 2,Women,Secondary,,Agriculture,,10,Public tap or standpipe (KBF),B410,Difolo 2A,Public tap or standpipe (KBF),B410,Difolo 2A,Other place,Number of minutes (specify),10,"Yes, at least once",Adult woman (over 15),7,"No, but water is available most of the time",Water is too expensive (water price),,6-11 hours a day,4,Staff,Never,No,,The water is already drinkable (improved source),To boil,3,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),160,4,Yes,Less walking distance to water source,120,"Domestic work (unpaid, including cooking and caring for family members)",0,0,0,2,0,0,,0,0,0,3,0,0,,"Drinking, Personal Hygiene, Food Preparation",No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,No soap or detergent available,,08:47:00
226,Yes,Yes,Existing AEP System,B1021,AEP207,Potopoto D,NGUEBATA Arlette,2022-11-17,11:39:00,4.271988,15.785111,Mambere-Kadei,Berberati,Berberati,Berberati,Babanani,Women,None,,Casual Work,,8,Public tap or standpipe (KBF),B1021,Potopoto E,Public tap or standpipe (KBF),B1021,Potopoto E,Other place,Number of minutes (specify),180,"Yes, at least once",Adult woman (over 15),7,"No, water is only available occasionally",Water is not available at the source (no water),,6-11 hours a day,4,Staff,Once a month,No,,The water is already drinkable (improved source),To boil,3,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Forest,,Number of minutes (specify),300,3,Yes,Less waiting time at the water source,240,"Domestic work (unpaid, including cooking and caring for family members)",2,0,0,3,0,0,5,0,0,0,0,0,0,,"Drinking, Personal hygiene, Washing utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,Soap or detergent available,,12:17:00
220,Yes,Yes,Existing AEP System,B1021,AEP207,Potopoto D,NGUEBATA Arlette,2022-11-17,13:05:00,4.272036,15.783739,Mambere-Kadei,Berberati,Berberati,Berberati,Babanani,Women,Primary,,Casual Work,,3,Public tap or standpipe (KBF),B1021,Pototopo F,Public tap or standpipe (KBF),B1021,Potopoto E,Other place,Number of minutes (specify),120,"Yes, at least once",Adult woman (over 15),7,"No, but water is available most of the time",Water is not available at the source (no water),,12-17 hours a day,3,Staff,Never,No,,The water is already drinkable (improved source),To boil,3,0,0,0,0,0,0,No,,,,,,,,,Traditional wood fire,0,0,0,0,0,0,0,No,,,,,,,,,Drink,,Bought,,Number of minutes (specify),30,3,Yes,Less waiting time at the water source,240,"Domestic work (unpaid, including cooking and caring for family members)",0,0,0,1,2,0,,0,0,0,0,0,0,,"Drinking, Personal Hygiene, Food Preparation, Washing Clothes, Washing Utensils",No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,"B1021 is out of order at the time of the survey, which is why the number of liters consumed during the day from the KBFs is 0",13:42:00
